model_name,model_label,layer,max_layer,relative_layer,alignment,target_layer,is_target_layer
qwen25_32b,Qwen2.5 32B,48,63,0.7619047619047619,0.42639190462562604,43,False
qwen25_32b,Qwen2.5 32B,49,63,0.7777777777777778,0.4282832616303427,43,False
qwen25_32b,Qwen2.5 32B,50,63,0.7936507936507936,0.3638362863220467,43,False
qwen25_32b,Qwen2.5 32B,51,63,0.8095238095238095,0.33228060831039624,43,False
qwen25_32b,Qwen2.5 32B,52,63,0.8253968253968254,0.23361015176546984,43,False
qwen25_32b,Qwen2.5 32B,53,63,0.8412698412698413,0.23662222061623883,43,False
qwen25_32b,Qwen2.5 32B,54,63,0.8571428571428571,0.21280284313457815,43,False
qwen25_32b,Qwen2.5 32B,55,63,0.873015873015873,0.1662936020720533,43,False
qwen25_32b,Qwen2.5 32B,56,63,0.8888888888888888,0.16708633986298926,43,False
qwen25_32b,Qwen2.5 32B,57,63,0.9047619047619048,0.15371720512796744,43,False
qwen25_32b,Qwen2.5 32B,58,63,0.9206349206349206,0.1438052893055531,43,False
qwen25_32b,Qwen2.5 32B,59,63,0.9365079365079365,0.13290545183177505,43,False
qwen25_32b,Qwen2.5 32B,60,63,0.9523809523809523,0.11259378295252133,43,False
qwen25_32b,Qwen2.5 32B,61,63,0.9682539682539683,0.11537632676330066,43,False
qwen25_32b,Qwen2.5 32B,62,63,0.9841269841269841,0.09593543431799054,43,False
qwen25_32b,Qwen2.5 32B,63,63,1.0,0.09576546245900565,43,False
qwen25_72b,Qwen2.5 72B,0,79,0.0,0.20069259631141523,52,False
qwen25_72b,Qwen2.5 72B,1,79,0.012658227848101266,0.21459287104029198,52,False
qwen25_72b,Qwen2.5 72B,2,79,0.02531645569620253,0.248134384059444,52,False
qwen25_72b,Qwen2.5 72B,3,79,0.0379746835443038,0.04422075841020315,52,False
qwen25_72b,Qwen2.5 72B,4,79,0.05063291139240506,0.052953127593813265,52,False
qwen25_72b,Qwen2.5 72B,5,79,0.06329113924050633,0.26759469713969497,52,False
qwen25_72b,Qwen2.5 72B,6,79,0.0759493670886076,0.26539986132971005,52,False
qwen25_72b,Qwen2.5 72B,7,79,0.08860759493670886,0.25457876812320746,52,False
qwen25_72b,Qwen2.5 72B,8,79,0.10126582278481013,0.24016267014578985,52,False
qwen25_72b,Qwen2.5 72B,9,79,0.11392405063291139,0.24097449879824115,52,False
qwen25_72b,Qwen2.5 72B,10,79,0.12658227848101267,0.16779402402322896,52,False
qwen25_72b,Qwen2.5 72B,11,79,0.13924050632911392,0.15726632155794024,52,False
qwen25_72b,Qwen2.5 72B,12,79,0.1518987341772152,0.1064690439309916,52,False
qwen25_72b,Qwen2.5 72B,13,79,0.16455696202531644,0.002268166501102311,52,False
qwen25_72b,Qwen2.5 72B,14,79,0.17721518987341772,0.05778958938549074,52,False
qwen25_72b,Qwen2.5 72B,15,79,0.189873417721519,0.1645459821024698,52,False
qwen25_72b,Qwen2.5 72B,16,79,0.20253164556962025,0.25771469673985603,52,False
qwen25_72b,Qwen2.5 72B,17,79,0.21518987341772153,0.14701739494095578,52,False
qwen25_72b,Qwen2.5 72B,18,79,0.22784810126582278,0.16277347892316574,52,False
qwen25_72b,Qwen2.5 72B,19,79,0.24050632911392406,0.1585854640319923,52,False
qwen25_72b,Qwen2.5 72B,20,79,0.25316455696202533,0.14605091776596948,52,False
qwen25_72b,Qwen2.5 72B,21,79,0.26582278481012656,0.13313394746446988,52,False
qwen25_72b,Qwen2.5 72B,22,79,0.27848101265822783,0.158385104732673,52,False
qwen25_72b,Qwen2.5 72B,23,79,0.2911392405063291,0.05141541882430354,52,False
qwen25_72b,Qwen2.5 72B,24,79,0.3037974683544304,0.11909682333310825,52,False
qwen25_72b,Qwen2.5 72B,25,79,0.31645569620253167,0.195430615004985,52,False
qwen25_72b,Qwen2.5 72B,26,79,0.3291139240506329,0.22863520991686764,52,False
